aircraft,mod,flap,isa_dev,cruise_alt,mach,kias,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,takeoff_weight_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited,reserve_fuel_calc_lb
C208B,Flatwing,0,10,24000,0.0,150.0,1714,100,250,False,2200,8414,ok,,1125.0,389,1850,17905,180.91086150542142,133.0,17905,True,0.29346798781846595,False,350
C208B,Flatwing,0,10,24000,0.0,140.0,1714,100,250,False,2200,8414,ok,,1125.0,389,1850,17905,180.91086150542142,133.0,17905,True,0.29346798781846595,False,350
C208B,Flatwing,0,10,24000,0.0,130.0,1714,100,250,False,2200,8414,ok,,1104.0,389,1850,17905,174.57861171338268,130.0,17905,True,0.28319600862733363,False,350
C208B,Flatwing,0,10,24000,0.0,170.0,2057,100,250,False,2193,8750,ok,,1074.0,374,1843,15907,179.63451185779147,136.0,15907,True,0.28912045655573715,False,350
C208B,Flatwing,0,10,24000,0.0,160.0,2057,100,250,False,2193,8750,ok,,1074.0,374,1843,15907,179.63451185779147,136.0,15907,True,0.28912045655573715,False,350
C208B,Flatwing,0,10,24000,0.0,150.0,2057,100,250,False,2193,8750,ok,,1074.0,374,1843,15907,179.63451185779147,136.0,15907,True,0.28912045655573715,False,350
C208B,Flatwing,0,10,24000,0.0,140.0,2057,100,250,False,2193,8750,ok,,1074.0,374,1843,15907,179.63451185779147,136.0,15907,True,0.28912045655573715,False,350
C208B,Flatwing,0,10,24000,0.0,130.0,2057,100,250,False,2193,8750,ok,,1028.0,374,1843,15907,168.97263940724847,130.0,15907,True,0.2719602494287216,False,350
C208B,Flatwing,0,10,24000,0.0,170.0,2400,100,250,False,1850,8750,ok,,865.0,304,1500,15907,178.63672849562573,136.0,15907,True,0.2875145314012131,False,350
C208B,Flatwing,0,10,24000,0.0,160.0,2400,100,250,False,1850,8750,ok,,865.0,304,1500,15907,178.63672849562573,136.0,15907,True,0.2875145314012131,False,350
C208B,Flatwing,0,10,24000,0.0,150.0,2400,100,250,False,1850,8750,ok,,865.0,304,1500,15907,178.63672849562573,136.0,15907,True,0.2875145314012131,False,350
C208B,Flatwing,0,10,24000,0.0,140.0,2400,100,250,False,1850,8750,ok,,865.0,304,1500,15907,178.63672849562573,136.0,15907,True,0.2875145314012131,False,350
C208B,Flatwing,0,10,24000,0.0,130.0,2400,100,250,False,1850,8750,ok,,831.0,304,1500,15907,168.97263940724847,130.0,15907,True,0.2719602494287216,False,350
C208B,Flatwing,0,20,24000,0.0,170.0,0,100,250,False,2200,6700,ok,,1293.0,430,1850,21903,187.12181781377697,126.0,21903,True,0.30997208909260165,False,350
C208B,Flatwing,0,20,24000,0.0,160.0,0,100,250,False,2200,6700,ok,,1293.0,430,1850,21903,187.12181781377697,126.0,21903,True,0.30997208909260165,False,350
C208B,Flatwing,0,20,24000,0.0,150.0,0,100,250,False,2200,6700,ok,,1293.0,430,1850,21903,187.12181781377697,126.0,21903,True,0.30997208909260165,False,350
C208B,Flatwing,0,20,24000,0.0,140.0,0,100,250,False,2200,6700,ok,,1293.0,430,1850,21903,187.12181781377697,126.0,21903,True,0.30997208909260165,False,350
C208B,Flatwing,0,20,24000,0.0,130.0,0,100,250,False,2200,6700,ok,,1293.0,430,1850,21903,187.12181781377697,126.0,21903,True,0.30997208909260165,False,350
C208B,Flatwing,0,20,24000,0.0,170.0,343,100,250,False,2200,7043,ok,,1282.0,430,1850,21904,186.11257167884585,125.0,21904,True,0.30830016059126764,False,350
C208B,Flatwing,0,20,24000,0.0,160.0,343,100,250,False,2200,7043,ok,,1282.0,430,1850,21904,186.11257167884585,125.0,21904,True,0.30830016059126764,False,350
C208B,Flatwing,0,20,24000,0.0,150.0,343,100,250,False,2200,7043,ok,,1282.0,430,1850,21904,186.11257167884585,125.0,21904,True,0.30830016059126764,False,350
C208B,Flatwing,0,20,24000,0.0,140.0,343,100,250,False,2200,7043,ok,,1282.0,430,1850,21904,186.11257167884585,125.0,21904,True,0.30830016059126764,False,350
C208B,Flatwing,0,20,24000,0.0,130.0,343,100,250,False,2200,7043,ok,,1282.0,430,1850,21904,186.11257167884585,125.0,21904,True,0.30830016059126764,False,350
C208B,Flatwing,0,20,24000,0.0,170.0,686,100,250,False,2200,7386,ok,,1225.0,414,1850,19901,184.57887156953615,128.0,19901,True,0.30326480785457527,False,350
C208B,Flatwing,0,20,24000,0.0,160.0,686,100,250,False,2200,7386,ok,,1225.0,414,1850,19901,184.57887156953615,128.0,19901,True,0.30326480785457527,False,350
C208B,Flatwing,0,20,24000,0.0,150.0,686,100,250,False,2200,7386,ok,,1225.0,414,1850,19901,184.57887156953615,128.0,19901,True,0.30326480785457527,False,350
C208B,Flatwing,0,20,24000,0.0,140.0,686,100,250,False,2200,7386,ok,,1225.0,414,1850,19901,184.57887156953615,128.0,19901,True,0.30326480785457527,False,350
C208B,Flatwing,0,20,24000,0.0,130.0,686,100,250,False,2200,7386,ok,,1224.0,414,1850,19901,184.0810240250346,128.0,19901,True,0.3024468396947295,False,350
C208B,Flatwing,0,20,24000,0.0,170.0,1029,100,250,False,2200,7729,ok,,1171.0,399,1850,17906,183.1213725625944,132.0,17906,True,0.29846350668821114,False,350
C208B,Flatwing,0,20,24000,0.0,160.0,1029,100,250,False,2200,7729,ok,,1171.0,399,1850,17906,183.1213725625944,132.0,17906,True,0.29846350668821114,False,350
C208B,Flatwing,0,20,24000,0.0,150.0,1029,100,250,False,2200,7729,ok,,1171.0,399,1850,17906,183.1213725625944,132.0,17906,True,0.29846350668821114,False,350
C208B,Flatwing,0,20,24000,0.0,140.0,1029,100,250,False,2200,7729,ok,,1171.0,399,1850,17906,183.1213725625944,132.0,17906,True,0.29846350668821114,False,350
C208B,Flatwing,0,20,24000,0.0,130.0,1029,100,250,False,2200,7729,ok,,1156.0,399,1850,17906,178.04757701562102,130.0,17906,True,0.2901938940811351,False,350
C208B,Flatwing,0,20,24000,0.0,170.0,1371,100,250,False,2200,8071,ok,,1162.0,399,1850,17905,182.13470563480368,131.0,17905,True,0.296853331100841,False,350
C208B,Flatwing,0,20,24000,0.0,160.0,1371,100,250,False,2200,8071,ok,,1162.0,399,1850,17905,182.13470563480368,131.0,17905,True,0.296853331100841,False,350
C208B,Flatwing,0,20,24000,0.0,150.0,1371,100,250,False,2200,8071,ok,,1162.0,399,1850,17905,182.13470563480368,131.0,17905,True,0.296853331100841,False,350
C208B,Flatwing,0,20,24000,0.0,140.0,1371,100,250,False,2200,8071,ok,,1162.0,399,1850,17905,182.13470563480368,131.0,17905,True,0.296853331100841,False,350
C208B,Flatwing,0,20,24000,0.0,130.0,1371,100,250,False,2200,8071,ok,,1152.0,399,1850,17905,178.04249986063732,130.0,17905,True,0.2901836252291488,False,350
C208B,Flatwing,0,20,24000,0.0,170.0,1714,100,250,False,2200,8414,ok,,1113.0,384,1850,15901,180.79602799557725,135.0,15901,True,0.29234094629046864,False,350
